,Quizzes
4670,700023080018060000400500006200047530390200800000000041060010005009405073503070020
4671,004307106980056000001000000500020903002000048700694500003005020000410300679200400
4672,602003570408005200090108004000600023025400810300000009070090632001300005900086000
4673,036025008007060905000080040900800607001400000260001030004500009080003700125070080
4674,600300287500090001070400060820050400001006009005700010340970020018002000000863070
4675,007008000450200030698503000800900764000000900240050000910600280000801450003007600
4676,068503007007048020040010005080000730093400006456007100000009302900005600031270009
4677,090003000003124000057800003400261007300050046020000850019080020000749100600000005
4678,596100002803000601100070085400005700000090100037280004020009850301506090009034006
4679,800203005004000090053000701590040108000530600406801000100080000020907304078650009
4680,095400027800000000106200005070601003008003004600090810030109400009000156000845200
4681,403000290000087006086400000650903070100020040028605300907062500040001700000800001
4682,050760032007005000014900000470306095000804070026010000600409703040008059503000801
4683,006024900910300500003100006802705410050496080007000003004000725100578000030002090
4684,025463000000000010007000602031007004980054120000900083400120306300000850700600049
4685,700900006060504000200080041801060074009370000570000280680042530000806017003000020
4686,090000300803057020100089406680020009021004870407100005219005000006230000050040700
4687,002009070000054601100302005004906200070010903509030040820600010040000000037000864
4688,070020403003701000096400080700580040002106090368002001920058700000000009080304016
4689,050682040000940000600000302300107008069008050200300406007830015908005020010004007
4690,005001800020004706000790040600209108000450630098070025840610050701000900002000380
4691,003008017004720580000309000900000400010807306560040092209601048700502100000000600
4692,003006005270050100000700038047890250501030009030040000960010300000508062002900004
4693,000000017106002950580049020900000074010580003823000001000934702300060000090721000
4694,006000971793008020020060800000500012070026400000800309010900604005071030800450000
4695,080701690204500370009040001027060000030080465000009800300008010605300902000670040
4696,006000897700304005000000000002090000300508100850120604907600401015807063040005002
4697,420900000030810006015002009280003000060007005000004783100700402970020068000650130
4698,000400009040180250560030080407000130000900006130270000003850000020300005801040970
4699,045106002000075080002004063003907604716080090000010020000328700400500100938000000
4700,503000000072100400000600758006790810010004000009805206060409520700080903040021600
4701,600900000001000075004810290000005608200360000300098520507120800060004900020036410
4702,002047001408000000030010590000084600600309085070005029200000000095076300064592008
4703,070200030009030056100046000004300098058010000003065100020081073000429000960700040
4704,502000007080140000000000690003026005700300209001708400100400000058209103600030574
4705,060093504500100000708205003050000000800300720620418000209000078000060010400820030
4706,007035200002600005800400907700006000926180003005020790340000008000950304000200610
4707,021590670000000000678100390250069708080200000100030900000000540007610020490085030
4708,006300209023060800401007005060000904390476000010025070000042581000050030702801000
4709,010200400300809001627005300400570200030020080005080607900710060580003000002600940
4710,000010200500607014406000080704800000000003000091052063058400090009100308002090057
4711,010500200206040790000980001100700520078030600003095040400003000950610038007000106
4712,800920000003580040090001306025600800001004007070010603030005029007230001064107500
4713,006309820201600030940050007458002060000000700600100042100037009009500006700040180
4714,069340500000090000010802607038500900207000004400003810043908051070000206805600030
4715,067100002005042300000607000008950000103000490040000286080529070706003800490060010
4716,700050000062030840081092030900400060800060094000009105050001370604005012003720000
4717,063000007500097040700810009080069000100050700409300206320000810051200000007045603
4718,002453100700006945000100080000091000006280093500000070080507000231000004907300608
4719,200701038006098750040200000600014200900500010080009003060002080400350009031080604
4720,047000600008500219905003080300980000080000027500107003006005048000010960024030001
4721,090080301007003049000025006031000000820460007050000602048070020100000005005192074
4722,963010500500290003010700400070000000300400090052060180700008030031007604000005028
4723,007500142000009000581020090650970008314000079800002030000064350120350000000800607
4724,050120064803450090006000080400700005070005800001800003020963740600007032009200100
4725,830109020010678009004000001000200060078005030503700418000020780006350200490060000
4726,409370000050010842160800000035900087000740003600000950000100090710008260020036105
4727,670000580900040020001087000043090062060100700010203900000030000082005043005816000
4728,820030000750026031406070900600090708070000200003068040090003004502001076004000105
4729,865000370030000024401970000370004891000600500102300000000001006000280045280750900
4730,020430009009600200073200810350000020000870600064105000207060901800000500910700036
